filename,elapsed_time,input_size,output_size,format,video_codec,audio_codec,wasm,index
"earth.mp4",15.150179999996908,1570024,1322592,"matroska","mpeg4","aac",0,39
"earth.mp4",15.083719999995083,1570024,1322592,"matroska","mpeg4","aac",0,40
"earth.mp4",14.992855000018608,1570024,1322592,"matroska","mpeg4","aac",0,41
"earth.mp4",15.110894999990705,1570024,1322592,"matroska","mpeg4","aac",0,42
"earth.mp4",15.104380000033416,1570024,1322592,"matroska","mpeg4","aac",0,43
"earth.mp4",15.190560000017285,1570024,1322592,"matroska","mpeg4","aac",0,44
"earth.mp4",15.069130000018049,1570024,1322592,"matroska","mpeg4","aac",0,45
"earth.mp4",15.049345000006724,1570024,1322592,"matroska","mpeg4","aac",0,46
"earth.mp4",15.064259999955539,1570024,1322592,"matroska","mpeg4","aac",0,47
"earth.mp4",15.958664999983739,1570024,1322592,"matroska","mpeg4","aac",0,48
"earth.mp4",15.060930000036024,1570024,1322592,"matroska","mpeg4","aac",0,49
"earth.mp4",15.131389999995008,1570024,1322592,"matroska","mpeg4","aac",0,50
